날짜	직업	등수	참가자	덱코드	대회코드	카드
2026-02-08	ドラゴン	3	10	3037W	1474939	{'BP10-068': 3, 'BP13-054': 2, 'BP13-059': 2, 'BP13-061': 3, 'BP15-113': 2, 'BP17-055': 3, 'BP17-062': 2, 'BP18-060': 3, 'BP18-070': 3, 'BP18-071': 2, 'CP01-042': 1, 'CP04-062': 3, 'SD04-002': 3, 'PR-492': 3, 'DSD01b-001': 1, 'DSD01b-003': 3, 'DSD01b-013': 1}
2026-02-08	プリンセスコネクト！Re:Dive	4	10	22JQG	1474939	{'CP04-003': 2, 'CP04-019': 3, 'CP04-037': 2, 'CP04-039': 3, 'CP04-044': 2, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-055': 3, 'CP04-057': 3, 'CP04-058': 3, 'CP04-062': 3, 'CP04-063': 1, 'CP04-118': 3}
2026-02-08	ドラゴン	5	10	247RE	1474939	{'BP01-080': 1, 'BP10-068': 3, 'BP13-054': 3, 'BP13-059': 2, 'BP13-060': 1, 'BP13-061': 2, 'BP16-056': 1, 'BP17-055': 3, 'BP17-062': 2, 'BP18-060': 3, 'BP18-066': 1, 'BP18-070': 3, 'BP18-071': 2, 'CP04-062': 2, 'SD04-002': 3, 'PR-492': 3, 'DSD01b-001': 2, 'DSD01b-003': 3}
2026-02-08	ビショップ	6	10	6M9SS	1474939	{'BP07-086': 3, 'BP07-092': 3, 'BP07-094': 3, 'BP07-097': 2, 'BP07-101': 3, 'BP07-116': 3, 'BP12-086': 3, 'BP12-089': 1, 'BP12-091': 3, 'BP12-096': 1, 'BP12-104': 2, 'BP17-098': 3, 'BP17-099': 3, 'BP17-106': 3, 'BP17-107': 1, 'BP17-113': 3}
2026-02-08	プリンセスコネクト！Re:Dive	7	10	3AAL0	1474939	{'CP04-003': 2, 'CP04-018': 2, 'CP04-019': 3, 'CP04-036': 1, 'CP04-037': 3, 'CP04-039': 3, 'CP04-041': 2, 'CP04-044': 2, 'CP04-045': 3, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 3, 'CP04-054': 2, 'CP04-062': 3, 'CP04-075': 2, 'CP04-118': 3}
2026-02-08	ロイヤル	8	10	7GA2N	1474939	{'BP06-019': 3, 'BP07-022': 3, 'BP08-023': 2, 'BP08-034': 2, 'BP09-018': 3, 'BP09-032': 1, 'BP11-018': 3, 'BP11-027': 2, 'BP11-031': 1, 'BP13-029': 3, 'BP15-023': 2, 'BP15-027': 1, 'BP16-019': 3, 'BP16-031': 1, 'BP17-019': 3, 'BP17-022': 1, 'BP17-029': 2, 'BP18-026': 1, 'SP01-010': 3}
2026-02-08	ナイトメア	1	19	16V5W	1472530	{'BP01-110': 2, 'BP03-076': 2, 'BP07-076': 3, 'BP09-071': 3, 'BP11-069': 2, 'BP11-071': 3, 'BP11-074': 2, 'BP11-075': 3, 'BP11-076': 3, 'BP12-071': 2, 'BP13-077': 3, 'BP14-070': 3, 'BP16-075': 3, 'BP16-078': 2, 'BP17-073': 3, 'BP17-081': 1}
2026-02-08	エルフ	2	19	4NDDJ	1472530	{'BP01-015': 3, 'BP04-010': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP15-004': 2, 'BP16-007': 1, 'BP16-009': 3, 'BP17-001': 3, 'BP18-004': 3, 'BP18-019': 3, 'CP02-006': 2, 'CP04-001': 2, 'ECP02-004': 3, 'SP01-045': 3}
2026-02-08	ナイトメア	3	19	1XD4U	1472530	{'BP01-110': 1, 'BP01-116': 2, 'BP03-076': 2, 'BP07-076': 3, 'BP09-071': 3, 'BP11-069': 1, 'BP11-071': 3, 'BP11-074': 2, 'BP11-075': 3, 'BP11-076': 3, 'BP12-071': 2, 'BP13-077': 3, 'BP14-070': 3, 'BP16-075': 3, 'BP16-078': 3, 'BP17-073': 3}
2026-02-08	ナイトメア	4	19	29FK6	1472530	{'BP01-110': 2, 'BP01-116': 2, 'BP03-076': 2, 'BP07-076': 3, 'BP09-071': 3, 'BP11-069': 1, 'BP11-071': 3, 'BP11-074': 2, 'BP11-075': 3, 'BP11-076': 3, 'BP12-071': 1, 'BP13-077': 3, 'BP14-070': 3, 'BP16-075': 3, 'BP16-078': 3, 'BP17-073': 3}
2026-02-08	ウマ娘 プリティーダービー	5	19	4T568	1472530	{'CP01-059': 3, 'CP01-070': 3, 'ECP01-001': 3, 'ECP01-004': 3, 'ECP01-005': 3, 'ECP01-007': 3, 'ECP01-009': 3, 'ECP01-013': 3, 'ECP01-019': 3, 'ECP01-022': 2, 'ECP01-031': 3, 'ECP01-041': 3, 'ECP01-044': 1, 'ECP01-049': 3, 'ECP01-053': 1}
2026-02-08	プリンセスコネクト！Re:Dive	6	19	1Q35S	1472530	{'CP04-003': 3, 'CP04-018': 3, 'CP04-037': 3, 'CP04-039': 3, 'CP04-044': 3, 'CP04-047': 3, 'CP04-048': 3, 'CP04-049': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-055': 3, 'CP04-062': 3, 'CP04-073': 1, 'CP04-118': 3}
2026-02-08	ナイトメア	7	19	7RDGW	1472530	{'BP01-110': 2, 'BP03-076': 2, 'BP07-076': 3, 'BP09-071': 3, 'BP11-069': 1, 'BP11-071': 3, 'BP11-074': 2, 'BP11-075': 3, 'BP11-076': 3, 'BP12-071': 1, 'BP13-077': 3, 'BP14-070': 3, 'BP16-075': 3, 'BP16-078': 3, 'BP17-073': 3, 'BP17-081': 2}
2026-02-08	プリンセスコネクト！Re:Dive	8	19	5L15E	1472530	{'CP04-003': 3, 'CP04-018': 3, 'CP04-037': 3, 'CP04-039': 3, 'CP04-044': 3, 'CP04-045': 3, 'CP04-047': 3, 'CP04-048': 3, 'CP04-049': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-062': 3, 'CP04-073': 1, 'CP04-118': 3}
2026-02-08	ナイトメア	1	10	2FGYE	1476239	{'BP01-110': 2, 'BP03-076': 2, 'BP07-076': 2, 'BP09-071': 3, 'BP11-069': 2, 'BP11-071': 3, 'BP11-074': 2, 'BP11-075': 3, 'BP11-076': 3, 'BP13-077': 3, 'BP14-070': 3, 'BP16-075': 3, 'BP16-078': 3, 'BP17-073': 3, 'BP17-081': 3}
2026-02-08	ドラゴン	2	10	3LD64	1476239	{'BP10-068': 3, 'BP13-054': 3, 'BP13-059': 2, 'BP13-060': 1, 'BP13-061': 3, 'BP13-067': 2, 'BP16-056': 1, 'BP17-055': 3, 'BP17-062': 3, 'BP18-060': 3, 'BP18-066': 2, 'BP18-070': 3, 'SD04-002': 3, 'PR-492': 3, 'DSD01b-001': 2, 'DSD01b-003': 3}
2026-02-08	ビショップ	3	10	4381A	1476239	{'BP07-086': 3, 'BP07-092': 3, 'BP07-094': 3, 'BP07-097': 3, 'BP07-101': 3, 'BP07-116': 3, 'BP12-086': 3, 'BP12-089': 1, 'BP12-091': 3, 'BP12-096': 3, 'BP17-098': 3, 'BP17-099': 3, 'BP17-100': 3, 'BP17-106': 3}
2026-02-08	ビショップ	4	10	7Z6RE	1476239	{'BP01-131': 3, 'BP01-140': 3, 'BP08-087': 3, 'BP08-092': 3, 'BP09-092': 1, 'BP14-098': 2, 'BP15-094': 3, 'BP15-101': 3, 'BP15-111': 3, 'BP15-113': 3, 'BP16-100': 1, 'BP17-091': 3, 'BP17-109': 3, 'BP18-115': 3, 'CP01-070': 3}
2026-02-08	エルフ	5	10	13AD2	1476239	{'BP01-015': 3, 'BP04-010': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP16-007': 2, 'BP16-009': 2, 'BP16-118': 2, 'BP17-001': 3, 'BP18-004': 2, 'BP18-019': 3, 'CP02-006': 2, 'CP02-011': 1, 'CP04-001': 2, 'ECP02-004': 3, 'SP01-045': 3}
2026-02-08	ロイヤル	6	10	29WY4	1476239	{'BP06-019': 3, 'BP07-022': 3, 'BP09-018': 3, 'BP11-018': 3, 'BP11-027': 3, 'BP11-031': 3, 'BP14-024': 2, 'BP15-023': 3, 'BP16-019': 3, 'BP16-031': 3, 'BP17-019': 3, 'BP18-023': 3, 'BP18-026': 2, 'SP01-010': 3}
2026-02-08	エルフ	7	10	5BN32	1476239	{'BP01-015': 3, 'BP04-010': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP16-007': 2, 'BP16-009': 3, 'BP17-001': 3, 'BP18-004': 3, 'BP18-019': 3, 'CP02-006': 2, 'CP04-013': 3, 'ECP02-004': 3, 'SP01-045': 3}
2026-02-08	ナイトメア	1	12	36W3N	1477108	{'BP06-084': 3, 'BP07-069': 3, 'BP07-072': 1, 'BP07-075': 3, 'BP07-076': 3, 'BP07-116': 3, 'BP12-075': 2, 'BP12-079': 3, 'BP12-082': 3, 'BP12-103': 2, 'BP17-076': 3, 'BP17-079': 2, 'BP17-080': 3, 'BP17-083': 3, 'BP17-113': 3}
2026-02-08	ナイトメア	2	12	6A4BN	1477108	{'BP01-110': 2, 'BP03-076': 2, 'BP07-076': 3, 'BP09-071': 2, 'BP11-069': 2, 'BP11-071': 3, 'BP11-074': 1, 'BP11-075': 3, 'BP11-076': 3, 'BP12-071': 3, 'BP13-077': 3, 'BP14-070': 3, 'BP16-075': 3, 'BP16-078': 2, 'BP17-073': 3, 'BP17-081': 2}
2026-02-08	ドラゴン	3	12	4E5TC	1477108	{'BP02-062': 1, 'BP07-055': 3, 'BP10-054': 2, 'BP11-058': 3, 'BP11-059': 3, 'BP11-062': 2, 'BP11-066': 3, 'BP15-060': 3, 'BP15-074': 3, 'BP15-113': 3, 'BP16-057': 3, 'BP16-067': 3, 'BP16-118': 3, 'BP18-061': 2, 'SD08-011': 3}
2026-02-08	ドラゴン	4	12	2T2EA	1477108	{'BP01-080': 3, 'BP08-057': 3, 'BP10-054': 2, 'BP10-056': 3, 'BP11-058': 3, 'BP11-068': 3, 'BP12-054': 3, 'BP13-056': 3, 'BP15-070': 3, 'BP17-066': 3, 'BP18-061': 2, 'CP04-062': 3, 'SD04-002': 3, 'SD08-011': 3}
2026-02-08	ロイヤル	5	12	3PVNU	1477108	{'BP06-019': 3, 'BP07-022': 3, 'BP08-034': 3, 'BP09-018': 3, 'BP09-032': 2, 'BP11-018': 3, 'BP11-031': 2, 'BP15-023': 3, 'BP15-122': 3, 'BP16-019': 3, 'BP16-031': 3, 'BP18-026': 3, 'CP02-034': 3, 'CP04-022': 3}
2026-02-08	エルフ	6	12	6G57J	1477108	{'BP02-110': 3, 'BP09-112': 3, 'BP13-110': 2, 'BP15-004': 3, 'BP18-001': 3, 'BP18-003': 3, 'BP18-005': 3, 'BP18-008': 1, 'BP18-009': 3, 'BP18-013': 3, 'BP18-014': 2, 'BP18-116': 1, 'BP18-117': 3, 'BP18-120': 3, 'BP18-123': 2, 'BP18-126': 2}
2026-02-08	ナイトメア	7	12	6CUS4	1477108	{'BP01-116': 2, 'BP06-084': 3, 'BP07-069': 3, 'BP07-072': 1, 'BP07-075': 3, 'BP07-076': 3, 'BP07-116': 3, 'BP12-075': 3, 'BP12-079': 3, 'BP12-082': 3, 'BP17-076': 3, 'BP17-079': 1, 'BP17-080': 3, 'BP17-083': 3, 'BP17-113': 3}
2026-02-08	プリンセスコネクト！Re:Dive	8	12	35X28	1477108	{'CP04-003': 2, 'CP04-018': 2, 'CP04-019': 2, 'CP04-036': 1, 'CP04-037': 3, 'CP04-039': 3, 'CP04-041': 3, 'CP04-044': 2, 'CP04-045': 3, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-062': 3, 'CP04-075': 2, 'CP04-118': 3}
2026-02-08	プリンセスコネクト！Re:Dive	1	10	5PPW8	1447476	{'CP04-003': 3, 'CP04-018': 3, 'CP04-019': 3, 'CP04-037': 3, 'CP04-039': 3, 'CP04-044': 3, 'CP04-045': 1, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-055': 2, 'CP04-062': 3, 'CP04-073': 1, 'CP04-118': 3}
2026-02-08	エルフ	2	10	4S4KS	1447476	{'BP01-015': 2, 'BP04-010': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP16-007': 1, 'BP16-009': 2, 'BP16-117': 1, 'BP16-118': 2, 'BP17-001': 3, 'BP18-004': 3, 'BP18-019': 3, 'CP02-006': 2, 'CP04-001': 3, 'ECP02-004': 3, 'SP01-045': 3}
2026-02-08	ナイトメア	3	10	4Q1SC	1447476	{'BP01-110': 1, 'BP03-076': 2, 'BP07-076': 3, 'BP09-071': 3, 'BP11-069': 2, 'BP11-071': 3, 'BP11-074': 1, 'BP11-075': 3, 'BP11-076': 3, 'BP12-071': 2, 'BP13-077': 3, 'BP14-070': 3, 'BP16-075': 3, 'BP16-078': 2, 'BP17-073': 3, 'BP17-081': 3}
2026-02-08	エルフ	4	10	1ND7L	1447476	{'BP01-015': 3, 'BP04-007': 3, 'BP04-010': 3, 'BP04-013': 1, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP13-001': 3, 'BP13-008': 3, 'BP17-001': 3, 'BP18-007': 2, 'BP18-019': 1, 'EBD01-007': 2, 'CP02-006': 3, 'CP02-011': 2, 'CP04-001': 3, 'CP04-016': 2, 'CP04-018': 1, 'ECP02-004': 3, 'SP01-045': 3}
2026-02-08	プリンセスコネクト！Re:Dive	5	10	25J1L	1447476	{'CP04-003': 3, 'CP04-018': 3, 'CP04-037': 3, 'CP04-039': 3, 'CP04-041': 2, 'CP04-044': 2, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-055': 3, 'CP04-062': 3, 'CP04-091': 3, 'CP04-118': 3}
2026-02-08	ナイトメア	6	10	7W1JW	1447476	{'BP01-110': 2, 'BP03-076': 2, 'BP07-076': 3, 'BP09-071': 2, 'BP11-069': 2, 'BP11-071': 3, 'BP11-074': 1, 'BP11-075': 3, 'BP11-076': 3, 'BP12-071': 2, 'BP13-077': 3, 'BP14-070': 3, 'BP16-075': 3, 'BP16-078': 2, 'BP17-073': 3, 'BP17-081': 3}
2026-02-08	ナイトメア	7	10	749GY	1447476	{'BP01-110': 2, 'BP03-076': 2, 'BP07-076': 3, 'BP09-071': 2, 'BP11-069': 2, 'BP11-071': 3, 'BP11-074': 1, 'BP11-075': 3, 'BP11-076': 3, 'BP12-071': 3, 'BP13-077': 3, 'BP14-070': 2, 'BP16-075': 3, 'BP16-078': 2, 'BP17-073': 3, 'BP17-081': 3}
2026-02-08	プリンセスコネクト！Re:Dive	8	10	6PU24	1447476	{'CP04-003': 3, 'CP04-055': 3, 'CP04-057': 3, 'CP04-058': 3, 'CP04-059': 3, 'CP04-063': 3, 'CP04-065': 3, 'CP04-066': 2, 'CP04-073': 2, 'CP04-079': 3, 'CP04-091': 3, 'CP04-112': 3, 'CP04-115': 3, 'CP04-118': 3}
2026-02-07	ロイヤル	1	29	5P2EG	1476736	{'BP01-170': 3, 'BP07-018': 3, 'BP07-024': 3, 'BP07-028': 3, 'BP07-030': 3, 'BP07-033': 3, 'BP07-034': 3, 'BP07-112': 3, 'BP09-020': 3, 'BP12-103': 3, 'BP12-107': 3, 'BP17-020': 1, 'BP17-025': 3, 'BP17-031': 3}
2026-02-07	ロイヤル	2	29	3H9PA	1476736	{'BP01-159': 3, 'BP03-109': 2, 'BP03-117': 3, 'BP07-034': 1, 'BP09-020': 3, 'BP09-106': 3, 'BP09-117': 3, 'BP10-114': 3, 'BP11-018': 3, 'BP11-024': 1, 'BP14-108': 3, 'BP14-110': 3, 'BP16-111': 3, 'BP16-117': 3, 'BP17-115': 1, 'CP03-030': 2}
2026-02-07	ナイトメア	3	29	1JMKE	1476736	{'BP01-110': 2, 'BP01-116': 1, 'BP03-076': 2, 'BP07-076': 3, 'BP11-069': 1, 'BP11-071': 3, 'BP11-074': 2, 'BP11-075': 3, 'BP11-076': 3, 'BP12-071': 3, 'BP13-077': 3, 'BP14-070': 3, 'BP16-075': 3, 'BP16-078': 3, 'BP17-073': 3, 'BP17-081': 2}
2026-02-07	ナイトメア	4	29	2MENS	1476736	{'BP01-110': 2, 'BP03-076': 2, 'BP07-076': 3, 'BP09-071': 2, 'BP11-069': 2, 'BP11-071': 3, 'BP11-074': 1, 'BP11-075': 3, 'BP11-076': 3, 'BP12-071': 3, 'BP13-077': 3, 'BP14-070': 2, 'BP16-075': 3, 'BP16-078': 2, 'BP17-073': 3, 'BP17-081': 3}
2026-02-07	ビショップ	5	29	1NGGC	1476736	{'BP07-086': 2, 'BP07-092': 3, 'BP07-094': 3, 'BP07-097': 3, 'BP07-101': 3, 'BP07-116': 3, 'BP12-086': 3, 'BP12-089': 2, 'BP12-091': 3, 'BP12-096': 3, 'BP17-098': 3, 'BP17-099': 2, 'BP17-106': 3, 'BP17-107': 2, 'BP17-113': 2}
2026-02-07	プリンセスコネクト！Re:Dive	6	29	4PD8Y	1476736	{'CP04-003': 3, 'CP04-037': 3, 'CP04-039': 3, 'CP04-044': 3, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 2, 'CP04-054': 3, 'CP04-055': 3, 'CP04-057': 3, 'CP04-058': 3, 'CP04-062': 3, 'CP04-071': 2, 'CP04-118': 3}
2026-02-07	プリンセスコネクト！Re:Dive	7	29	4016S	1476736	{'CP04-003': 3, 'CP04-007': 3, 'CP04-012': 3, 'CP04-019': 3, 'CP04-055': 3, 'CP04-057': 3, 'CP04-058': 3, 'CP04-059': 3, 'CP04-062': 3, 'CP04-063': 3, 'CP04-073': 1, 'CP04-094': 3, 'CP04-112': 3, 'CP04-113': 3}
2026-02-07	ナイトメア	8	29	67Y46	1476736	{'BP01-110': 2, 'BP03-076': 2, 'BP07-076': 2, 'BP09-071': 2, 'BP11-069': 2, 'BP11-071': 3, 'BP11-074': 1, 'BP11-075': 3, 'BP11-076': 3, 'BP12-071': 1, 'BP13-077': 3, 'BP14-070': 3, 'BP15-078': 2, 'BP16-075': 3, 'BP16-078': 2, 'BP17-073': 3, 'BP17-081': 3}
2026-02-07	プリンセスコネクト！Re:Dive	1	32	38QJQ	1475502	{'CP04-003': 3, 'CP04-018': 3, 'CP04-019': 3, 'CP04-037': 3, 'CP04-039': 3, 'CP04-044': 3, 'CP04-047': 3, 'CP04-048': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-062': 3, 'CP04-091': 3, 'CP04-094': 1, 'CP04-118': 3}
2026-02-07	ビショップ	2	32	6H7BJ	1475502	{'BP01-131': 3, 'BP01-139': 3, 'BP01-140': 3, 'BP05-086': 3, 'BP08-092': 3, 'BP10-109': 1, 'BP11-092': 1, 'BP14-098': 2, 'BP15-094': 3, 'BP15-101': 3, 'BP15-111': 2, 'BP15-113': 3, 'BP16-094': 3, 'BP16-100': 1, 'BP17-109': 3, 'BP18-115': 3}
2026-02-07	エルフ	3	32	4PCBQ	1475502	{'BP01-015': 3, 'BP04-010': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP16-007': 1, 'BP16-009': 2, 'BP16-118': 3, 'BP17-001': 3, 'BP18-004': 3, 'BP18-019': 3, 'CP02-006': 2, 'CP04-001': 2, 'ECP02-004': 3, 'SP01-045': 3}
2026-02-07	ナイトメア	4	32	4XUXY	1475502	{'BP01-110': 1, 'BP03-076': 2, 'BP07-076': 3, 'BP09-071': 3, 'BP11-069': 2, 'BP11-071': 3, 'BP11-074': 1, 'BP11-075': 3, 'BP11-076': 3, 'BP12-071': 2, 'BP13-077': 3, 'BP14-070': 3, 'BP16-075': 3, 'BP16-078': 2, 'BP17-073': 3, 'BP17-081': 3}
2026-02-07	エルフ	5	32	4U1UA	1475502	{'BP01-015': 3, 'BP04-010': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP16-007': 1, 'BP16-009': 2, 'BP16-118': 2, 'BP17-001': 3, 'BP18-004': 3, 'BP18-007': 2, 'BP18-019': 3, 'CP02-006': 2, 'CP02-011': 1, 'ECP02-004': 3, 'SP01-045': 3}
2026-02-07	プリンセスコネクト！Re:Dive	6	32	3WWB6	1475502	{'CP04-003': 3, 'CP04-018': 3, 'CP04-037': 3, 'CP04-039': 3, 'CP04-041': 2, 'CP04-044': 2, 'CP04-047': 3, 'CP04-048': 3, 'CP04-049': 2, 'CP04-053': 3, 'CP04-054': 3, 'CP04-055': 3, 'CP04-062': 3, 'CP04-073': 1, 'CP04-118': 3}
2026-02-07	ロイヤル	7	32	57H14	1475502	{'BP14-018': 3, 'BP14-022': 3, 'BP14-025': 3, 'BP14-026': 3, 'BP14-030': 3, 'BP14-034': 3, 'BP14-035': 3, 'BP14-115': 3, 'BP14-118': 3, 'BP16-022': 3, 'BP16-117': 3, 'BP18-026': 2, 'CP04-021': 2, 'ECP01-010': 3}
2026-02-07	ナイトメア	8	32	5ZCLY	1475502	{'BP04-127': 2, 'BP07-076': 3, 'BP08-074': 2, 'BP08-103': 3, 'BP12-071': 3, 'BP13-080': 3, 'BP13-081': 2, 'BP14-070': 3, 'BP15-080': 3, 'BP15-113': 2, 'BP18-079': 3, 'BP18-082': 3, 'BP18-085': 2, 'BP18-090': 3, 'SP01-045': 3}
2026-02-07	プリンセスコネクト！Re:Dive	1	15	1Q35S	1478623	{'CP04-003': 3, 'CP04-018': 3, 'CP04-037': 3, 'CP04-039': 3, 'CP04-044': 3, 'CP04-047': 3, 'CP04-048': 3, 'CP04-049': 3, 'CP04-053': 3, 'CP04-054': 3, 'CP04-055': 3, 'CP04-062': 3, 'CP04-073': 1, 'CP04-118': 3}
2026-02-07	ビショップ	2	15	6EY7N	1478623	{'BP01-131': 3, 'BP01-139': 3, 'BP01-140': 3, 'BP05-092': 1, 'BP08-092': 3, 'BP10-109': 2, 'BP11-092': 1, 'BP14-098': 2, 'BP15-094': 3, 'BP15-101': 3, 'BP15-113': 3, 'BP16-094': 3, 'BP16-100': 1, 'BP17-091': 3, 'BP17-109': 3, 'BP18-115': 2, 'CP02-096': 1}
2026-02-07	プリンセスコネクト！Re:Dive	3	15	20XY4	1478623	{'CP04-003': 3, 'CP04-019': 3, 'CP04-026': 2, 'CP04-055': 3, 'CP04-065': 3, 'CP04-066': 2, 'CP04-087': 3, 'CP04-091': 3, 'CP04-097': 3, 'CP04-105': 3, 'CP04-107': 3, 'CP04-112': 3, 'CP04-115': 3, 'CP04-118': 3}
2026-02-07	プリンセスコネクト！Re:Dive	4	15	1LSQC	1478623	{'CP04-019': 3, 'CP04-055': 3, 'CP04-057': 3, 'CP04-058': 3, 'CP04-059': 1, 'CP04-062': 3, 'CP04-063': 3, 'CP04-065': 2, 'CP04-066': 2, 'CP04-079': 3, 'CP04-091': 2, 'CP04-094': 3, 'CP04-112': 3, 'CP04-113': 3, 'CP04-115': 3}
2026-02-07	エルフ	5	15	4NDDJ	1478623	{'BP01-015': 3, 'BP04-010': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP15-004': 2, 'BP16-007': 1, 'BP16-009': 3, 'BP17-001': 3, 'BP18-004': 3, 'BP18-019': 3, 'CP02-006': 2, 'CP04-001': 2, 'ECP02-004': 3, 'SP01-045': 3}
2026-02-07	エルフ	6	15	5PH74	1478623	{'BP01-015': 3, 'BP04-010': 3, 'BP05-109': 3, 'BP10-005': 3, 'BP11-003': 3, 'BP15-004': 3, 'BP16-007': 1, 'BP16-009': 3, 'BP17-001': 3, 'BP18-004': 3, 'BP18-007': 2, 'BP18-019': 3, 'CP02-006': 2, 'CP04-001': 2, 'ECP02-004': 3}
