날짜	직업	등수	참가자	덱코드	대회코드	카드
2026-02-21	プリンセスコネクト！Re:Dive	4	13	5B0EG	1472532	{'オーロラヒーリング': 3, 'コールオブギルド': 3, 'イリヤ': 1, 'クロエ': 3, 'シェフィ': 3, 'チエル': 3, '真理と実存の共同幻想': 2, 'ダークエクリプス': 3, 'ちぇるちぇる☆かあにばる': 3, 'ペコリーヌ': 2, 'いつか、また会う未来で': 3, 'プリンセスストライク': 1, 'エリス': 3, 'キャル': 3, 'サレン': 1, 'ユニ': 3}
2026-02-21	ナイトメア	4	13	56YG0	1472532	{'ストレイホロウ・イルガンノ': 3, 'ソウルガイド・エイミー': 2, '友魂の少女・ルナ': 3, 'デッドペナルティ': 3, '憧れの飛躍・イツルギ': 3, 'ゴールドラッシュゴースト': 2, '死期を視るもの・グレモリー': 3, '幽霊支配人・アーカス': 2, '異形': 3, '大ツルハシの骸': 2, '佰死と佰亡の六銘伝・イルゼ＆ウルゼ': 2, '瞑地の天宮・ムカン': 2, '人外魔境・クリストフ': 3, '奔放なる獄炎・ケルベロス': 3, 'ヴォイドリアライズ': 2, 'ブラックスワン・オディール': 2}
2026-02-21	エルフ	5	13	1BMDA	1472532	{'コッコロ': 2, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, 'ピュアクリスタリア・リリィ': 1, '優美な猫姉妹・シャム＆シャマ': 3, '自然の導き': 3, '対空射撃': 3, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, 'ロイヤルクリスタリア・ティア': 3, '〔渚の花嫁〕新田美波': 3, '迸る光明・アポロン': 3, '凍土の女王・ピアシィ': 2, '〔よくばりサニーバカンス〕アナスタシア': 2}
2026-02-21	プリンセスコネクト！Re:Dive	5	13	55W92	1472532	{'オーロラヒーリング': 3, 'コールオブギルド': 3, 'イリヤ': 2, 'クロエ': 3, 'シェフィ': 2, 'チエル': 3, 'マホ': 2, '真理と実存の共同幻想': 2, 'ダークエクリプス': 3, 'ちぇるちぇる☆かあにばる': 3, 'ペコリーヌ': 2, 'いつか、また会う未来で': 3, 'エリス': 3, 'キャル': 2, 'ユニ': 3, 'アキノ': 1}
2026-02-21	ナイトメア	5	13	1WMV2	1472532	{'ストレイホロウ・イルガンノ': 3, 'ソウルガイド・エイミー': 2, '友魂の少女・ルナ': 3, 'デッドペナルティ': 3, '憧れの飛躍・イツルギ': 3, 'ゴールドラッシュゴースト': 2, '死期を視るもの・グレモリー': 2, '幽霊支配人・アーカス': 3, '異形': 3, '大ツルハシの骸': 1, '佰死と佰亡の六銘伝・イルゼ＆ウルゼ': 3, '瞑地の天宮・ムカン': 2, '人外魔境・クリストフ': 3, '奔放なる獄炎・ケルベロス': 3, 'カオスルーラー・アイシィレンドリング': 2, 'ブラックスワン・オディール': 2}
2026-02-21	ロイヤル	6	13	6Z6SG	1472532	{'劇的な撤退': 2, '区役所の丙種職員': 3, '死角の観測員': 3, '異端の調査協力': 3, '炎術検定A級': 3, '戦技斬刀': 3, 'ギガブレード': 3, '隘路の調査員': 3, '魔汚区役所職員・災藤': 3, 'ロストサムライ・カゲミツ': 3, '簒奪の信者': 2, '全識の六銘伝・シンラ': 3, 'ワイルドメディエーター・ガンマ': 3, '俯瞰の捜査員': 3}
2026-02-21	プリンセスコネクト！Re:Dive	6	13	4QANC	1472532	{'オーロラヒーリング': 3, 'コールオブギルド': 3, 'イリヤ': 1, 'クロエ': 3, 'シェフィ': 3, 'チエル': 3, '真理と実存の共同幻想': 3, 'ダークエクリプス': 3, 'ちぇるちぇる☆かあにばる': 3, 'ペコリーヌ': 3, 'いつか、また会う未来で': 3, 'エリス': 3, 'キャル': 3, 'ユニ＆クロエ＆チエル': 3}
2026-02-21	エルフ	6	13	1QR64	1472532	{'アクティブエルフ・メイ': 2, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, 'ピュアクリスタリア・リリィ': 1, '優美な猫姉妹・シャム＆シャマ': 3, '自然の導き': 3, '対空射撃': 3, '女神は朝焼けの海に': 1, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, 'ロイヤルクリスタリア・ティア': 3, '〔女神は朝焼けの海に〕新田美波': 3, 'フロストクリスタリア・エリン': 2, '迸る光明・アポロン': 2, 'アナスタシア': 2}
2026-02-21	ナイトメア	7	13	3PFMJ	1472532	{'ストレイホロウ・イルガンノ': 3, '友魂の少女・ルナ': 3, 'デッドペナルティ': 3, '憧れの飛躍・イツルギ': 3, 'ゴールドラッシュゴースト': 3, '死期を視るもの・グレモリー': 3, '幽霊支配人・アーカス': 3, '異形': 3, '佰死と佰亡の六銘伝・イルゼ＆ウルゼ': 3, '瞑地の天宮・ムカン': 3, '人外魔境・クリストフ': 3, '奔放なる獄炎・ケルベロス': 3, 'カオスルーラー・アイシィレンドリング': 1, 'ブラックスワン・オディール': 3}
2026-02-21	ビショップ	7	13	55QZA	1472532	{'デバイスチューナー': 3, 'デュアルエンジェル': 3, 'メカニカルガンナー': 3, 'セイント・コア': 3, '機械鞭の僧侶': 3, '極炎のドラグーン・ローラ': 3, '鉄腕の修道女': 3, 'マシンファルコン': 3, 'ロボティクスユーザー': 1, '機構の解放': 3, 'リモニウムの救済': 2, 'エアリアルクラフト': 1, '欠落の聖女・リモニウム': 2, 'オートマティックメイデン': 2, 'マシンフィンガー・イヴィル': 3, '機械神': 1, '百機王・グライアス': 1}
2026-02-21	プリンセスコネクト！Re:Dive	7	13	5ZK8C	1472532	{'オーロラヒーリング': 3, 'コールオブギルド': 3, 'キョウカ': 3, 'クロエ': 3, 'チエル': 3, '真理と実存の共同幻想': 2, 'ダークエクリプス': 3, 'ちぇるちぇる☆かあにばる': 3, 'ペコリーヌ': 3, 'いつか、また会う未来で': 3, 'プリンセスストライク': 2, 'エリス': 3, 'キャル': 3, 'ユニ': 3}
2026-02-21	ドラゴン	8	13	11YKN	1472532	{'天威のドラグーン': 3, '艶麗なる竜人・マリオン': 3, 'サンダーロア': 2, 'ドラゴニックコール': 2, '迸る光明・アポロン': 3, '竜巫女の儀式': 1, '雲海の騎竜兵': 3, 'オーブキャンサー': 3, '灼熱のアナテマ・バーンドナイト': 3, '蒼炎のドラゴニュート': 3, '荒波のドラグーン・ザハール': 3, '《正義》・イランツァ': 2, 'パンプキンドラゴン': 3, '猛火のティラノサウルス': 3, '竜喰らう禁忌': 3}
2026-02-21	プリンセスコネクト！Re:Dive	8	13	3MPYQ	1472532	{'オーロラヒーリング': 3, 'コールオブギルド': 3, 'イリヤ': 1, 'クロエ': 3, 'シェフィ': 2, 'チエル': 3, 'マホ': 2, 'ダークエクリプス': 3, 'ちぇるちぇる☆かあにばる': 3, '真理と実存の共同幻想': 3, 'ユキ': 2, 'いつか、また会う未来で': 3, 'エリス': 3, 'キャル': 2, 'サレン': 1, 'ユニ': 3}
2026-02-21	エルフ	8	13	3RG3E	1472532	{'コッコロ': 2, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, 'ピュアクリスタリア・リリィ': 2, '優美な猫姉妹・シャム＆シャマ': 3, '自然の導き': 3, '対空射撃': 3, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, 'ロイヤルクリスタリア・ティア': 2, '〔渚の花嫁〕新田美波': 3, '迸る光明・アポロン': 3, '凍土の女王・ピアシィ': 2, 'アナスタシア': 2}
2026-02-21	エルフ	1	10	1X7HA	1474691	{'コッコロ': 2, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, 'ピュアクリスタリア・リリィ': 2, '優美な猫姉妹・シャム＆シャマ': 3, '自然の導き': 3, '対空射撃': 3, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, 'ロイヤルクリスタリア・ティア': 2, '〔渚の花嫁〕新田美波': 3, 'フロストクリスタリア・エリン': 3, '凍土の女王・ピアシィ': 2, 'アナスタシア': 2}
2026-02-21	プリンセスコネクト！Re:Dive	1	10	2FY4C	1474691	{'オーロラヒーリング': 3, 'コールオブギルド': 3, 'イリヤ': 1, 'クロエ': 3, 'シェフィ': 3, 'チエル': 3, 'ダークエクリプス': 3, 'ちぇるちぇる☆かあにばる': 3, '真理と実存の共同幻想': 2, 'ペコリーヌ': 3, 'いつか、また会う未来で': 3, 'エリス': 3, 'キャル': 3, 'サレン': 1, 'ユニ＆クロエ＆チエル': 1}
2026-02-21	ロイヤル	1	10	24E9W	1474691	{'区役所の丙種職員': 3, '死角の観測員': 3, '異端の調査協力': 3, '炎術検定A級': 3, '戦技斬刀': 2, 'ギガブレード': 3, '新約都市・透京': 2, '隘路の調査員': 3, '魔汚区役所職員・災藤': 3, 'ロストサムライ・カゲミツ': 3, '簒奪の信者': 2, '全識の六銘伝・シンラ': 3, 'ワイルドメディエーター・ガンマ': 3, '久川凪': 1, '俯瞰の捜査員': 3}
2026-02-21	ナイトメア	2	10	VZ6E	1474691	{'ストレイホロウ・イルガンノ': 3, 'ソウルガイド・エイミー': 3, '友魂の少女・ルナ': 3, 'デッドペナルティ': 3, '憧れの飛躍・イツルギ': 3, 'ゴールドラッシュゴースト': 2, '死期を視るもの・グレモリー': 3, '異形': 3, '大ツルハシの骸': 2, '佰死と佰亡の六銘伝・イルゼ＆ウルゼ': 3, '瞑地の天宮・ムカン': 2, '人外魔境・クリストフ': 3, '奔放なる獄炎・ケルベロス': 3, 'カオスルーラー・アイシィレンドリング': 2, 'ブラックスワン・オディール': 2}
2026-02-21	プリンセスコネクト！Re:Dive	2	10	1DTM2	1474691	{'オーロラヒーリング': 3, 'コールオブギルド': 3, 'クロエ': 3, 'シェフィ': 3, 'チエル': 3, 'マホ': 2, '真理と実存の共同幻想': 2, 'ダークエクリプス': 3, 'ちぇるちぇる☆かあにばる': 3, 'ペコリーヌ': 3, 'いつか、また会う未来で': 3, 'エリス': 3, 'キャル': 3, 'ユニ': 3}
2026-02-21	ロイヤル	2	10	5RSPN	1474691	{'刹那のクイックブレイダー': 3, '空の指揮官・セリア': 3, 'ナハトの私兵': 3, '辺境の騎士見習い': 3, 'アウトローガンナー': 3, 'アストロウィング・ララミア': 3, '音速の機構・ララミア': 3, '忠義の剣士・エリカ': 3, '月の刃・リオード': 3, '白銀の騎士団長・エミリア': 3, '約束の栄光・ガウェイン': 3, 'カースドクイーン・ナハト・ナハト': 3, '晴天の銀騎士・エミリア': 2, '貴族の舞踏': 2}
2026-02-21	ナイトメア	3	10	2FR56	1474691	{'ストレイホロウ・イルガンノ': 3, 'ソウルガイド・エイミー': 3, '友魂の少女・ルナ': 3, 'デッドペナルティ': 3, '憧れの飛躍・イツルギ': 3, 'ゴールドラッシュゴースト': 2, '死期を視るもの・グレモリー': 3, '異形': 3, '大ツルハシの骸': 2, '佰死と佰亡の六銘伝・イルゼ＆ウルゼ': 3, '瞑地の天宮・ムカン': 2, '人外魔境・クリストフ': 3, '奔放なる獄炎・ケルベロス': 3, 'カオスルーラー・アイシィレンドリング': 2, 'ブラックスワン・オディール': 2}
2026-02-21	プリンセスコネクト！Re:Dive	3	10	46ZDQ	1474691	{'オーロラヒーリング': 2, 'コールオブギルド': 3, 'アメス': 2, 'キョウカ': 3, 'クロエ': 3, 'チエル': 3, 'ムイミ': 3, '真理と実存の共同幻想': 3, 'ダークエクリプス': 3, 'ちぇるちぇる☆かあにばる': 3, 'いつか、また会う未来で': 3, 'エリス': 3, 'キャル': 3, 'ユニ': 3}
2026-02-21	エルフ	3	10	46SLQ	1474691	{'高速遊撃のイルカ兵': 1, 'コッコロ': 2, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, 'ピュアクリスタリア・リリィ': 1, '優美な猫姉妹・シャム＆シャマ': 3, '自然の導き': 3, '対空射撃': 3, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, 'ロイヤルクリスタリア・ティア': 2, '〔渚の花嫁〕新田美波': 3, 'フロストクリスタリア・エリン': 3, '迸る光明・アポロン': 2, 'アナスタシア': 2}
2026-02-21	プリンセスコネクト！Re:Dive	4	10	2CFP2	1474691	{'オーロラヒーリング': 3, 'コールオブギルド': 3, 'イリヤ': 1, 'クロエ': 3, 'シェフィ': 3, 'チエル': 3, 'マホ': 2, '真理と実存の共同幻想': 1, 'ダークエクリプス': 3, 'ちぇるちぇる☆かあにばる': 3, 'ペコリーヌ': 2, 'いつか、また会う未来で': 3, 'エリス': 3, 'キャル': 2, 'サレン': 1, 'ホマレ': 1, 'ユニ': 3}
2026-02-21	エルフ	4	10	4GG5E	1474691	{'区役所の丙種職員': 3, '樹律の祈り子': 2, 'ベルエンジェル・リア': 2, '炎術検定A級': 2, 'フォーリンショット': 1, '新約都市・透京': 3, '樹権の剪定者': 3, '樹正の木鐸・キョウ': 3, '樹都の拳士': 3, '魔汚区役所職員・災藤': 3, '揺蕩う意志・スピネ': 2, 'アークエンジェル・レイナ': 3, '浄樹の六銘伝・ロロ・ロニエ': 3, '凍土の女王・ピアシィ': 3, '因芽応報': 1, '浄土蒔植': 3}
2026-02-21	ナイトメア	4	10	1C7DA	1474691	{'デュアルエンジェル': 3, 'マンマル1号': 3, 'メカニカルガンナー': 3, '紅のワルツ': 3, '鋼鉄の希望': 3, 'ファースト・ワン': 3, '永続の機構・ニコラ': 1, '真紅の抗戦者・モノ': 3, '創出の紫紺・エンネア': 3, 'フロートボードマーセナリー': 3, 'マンマル2号': 3, '禁絶の腕・ニコラ': 2, 'マシンエンジェル': 1, '悠久の真紅・モノ': 3, '紫紺の抵抗者・エンネア': 1, '絆の共振': 2}
2026-02-21	プリンセスコネクト！Re:Dive	5	10	1E8QL	1474691	{'アネモネ': 3, 'エリコ': 3, 'コッコロ': 3, 'ユイ': 1, 'ラビリスタ': 3, 'リノ': 2, 'コールオブギルド': 3, 'イリヤ': 2, 'カスミ': 3, 'ネビア': 3, 'マホ': 3, 'ダークエクリプス': 1, 'シズル': 2, 'ランファ＆ミソラ': 3, 'クリスティーナ': 2, 'ネフィ＝ネラ': 3}
2026-02-21	ナイトメア	5	10	52QHN	1474691	{'ストレイホロウ・イルガンノ': 3, 'ソウルガイド・エイミー': 2, '友魂の少女・ルナ': 3, 'デッドペナルティ': 3, '憧れの飛躍・イツルギ': 3, 'ゴールドラッシュゴースト': 3, '死期を視るもの・グレモリー': 1, '幽霊支配人・アーカス': 3, '異形': 3, '大ツルハシの骸': 2, '佰死と佰亡の六銘伝・イルゼ＆ウルゼ': 3, '瞑地の天宮・ムカン': 2, '人外魔境・クリストフ': 3, '奔放なる獄炎・ケルベロス': 3, 'カオスルーラー・アイシィレンドリング': 1, 'ブラックスワン・オディール': 2}
2026-02-21	エルフ	5	10	16PJC	1474691	{'コッコロ': 3, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, 'ピュアクリスタリア・リリィ': 1, '優美な猫姉妹・シャム＆シャマ': 3, '自然の導き': 3, '対空射撃': 3, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, 'ロイヤルクリスタリア・ティア': 3, '〔渚の花嫁〕新田美波': 3, 'フロストクリスタリア・エリン': 3, '凍土の女王・ピアシィ': 1, 'アナスタシア': 2}
2026-02-21	エルフ	6	10	7ZB1A	1474691	{'コッコロ': 2, '自由なる冒険者': 3, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, '優美な猫姉妹・シャム＆シャマ': 3, 'レヴィールの無法者': 3, '自然の導き': 2, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, 'ワイルドリザード': 3, '〔渚の花嫁〕新田美波': 2, 'ヴァーミンハンター': 3, '迸る光明・アポロン': 2, 'アナスタシア': 2}
2026-02-21	ナイトメア	6	10	4Z9KE	1474691	{'ストレイホロウ・イルガンノ': 3, 'ソウルガイド・エイミー': 2, '友魂の少女・ルナ': 3, 'デッドペナルティ': 3, '憧れの飛躍・イツルギ': 3, 'ゴールドラッシュゴースト': 3, '死期を視るもの・グレモリー': 2, '幽霊支配人・アーカス': 2, '異形': 3, '大ツルハシの骸': 2, '佰死と佰亡の六銘伝・イルゼ＆ウルゼ': 3, '瞑地の天宮・ムカン': 2, '人外魔境・クリストフ': 3, '奔放なる獄炎・ケルベロス': 3, 'カオスルーラー・アイシィレンドリング': 1, 'ブラックスワン・オディール': 2}
2026-02-21	プリンセスコネクト！Re:Dive	6	10	4TT3N	1474691	{'羅刹涅槃・無式': 2, 'オーロラヒーリング': 3, 'コールオブギルド': 3, 'キョウカ': 3, 'クロエ': 3, 'チエル': 3, 'マホ': 2, 'ダークエクリプス': 3, 'ちぇるちぇる☆かあにばる': 3, 'ペコリーヌ': 3, 'いつか、また会う未来で': 3, 'エリス': 3, 'キャル': 3, 'ユニ': 3}
2026-02-21	ナイトメア	7	10	2K2JY	1474691	{'ストレイホロウ・イルガンノ': 3, 'ソウルガイド・エイミー': 2, '友魂の少女・ルナ': 3, 'デッドペナルティ': 3, '憧れの飛躍・イツルギ': 3, 'ゴールドラッシュゴースト': 2, '死期を視るもの・グレモリー': 3, '幽霊支配人・アーカス': 2, '異形': 3, '大ツルハシの骸': 2, '佰死と佰亡の六銘伝・イルゼ＆ウルゼ': 3, '瞑地の天宮・ムカン': 1, '人外魔境・クリストフ': 3, '奔放なる獄炎・ケルベロス': 3, 'カオスルーラー・アイシィレンドリング': 2, 'ブラックスワン・オディール': 2}
2026-02-21	エルフ	7	10	3HXPN	1474691	{'オケアノス': 2, '区役所の丙種職員': 3, '樹律の祈り子': 2, '炎術検定A級': 2, '新約都市・透京': 3, '樹権の剪定者': 3, '樹正の木鐸・キョウ': 3, '樹都の拳士': 3, '魔汚区役所職員・災藤': 3, '歪なる進歩': 1, '揺蕩う意志・スピネ': 2, 'アークエンジェル・レイナ': 3, '浄樹の六銘伝・ロロ・ロニエ': 3, '凍土の女王・ピアシィ': 3, '浄土蒔植': 3, '帥忍部長・煤木万裁': 1}
2026-02-21	ドラゴン	7	10	3X2CU	1474691	{'華麗なる竜人・マリオン': 3, '自由なる冒険者': 3, '竜炎の設計士': 3, 'レヴィールの無法者': 2, '風を駆る者・エイファ': 3, 'シェフィ': 2, 'ストライクドラグーン': 3, '竜人の工匠': 3, '燎火のレンチスミス': 3, 'ワイルドリザード': 2, '迸る光明・アポロン': 2, '烈覇のアルチザン・レジー': 3, 'ダークドラグーン・フォルテ': 3, 'ドラゴニックメイル・ギルヴァ': 3, '覇道の竜翼・フォルテ': 2}
2026-02-21	エルフ	8	10	4206U	1474691	{'アクティブエルフ・メイ': 2, 'コッコロ': 2, '自由なる冒険者': 2, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, '優美な猫姉妹・シャム＆シャマ': 3, 'レヴィールの無法者': 2, '自然の導き': 2, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, 'ワイルドリザード': 2, '〔渚の花嫁〕新田美波': 3, '迸る光明・アポロン': 3, '凍土の女王・ピアシィ': 2, 'アナスタシア': 2}
2026-02-21	ロイヤル	8	10	10WCQ	1474691	{'死角の観測員': 3, '異端の調査協力': 3, '戦技斬刀': 1, 'ギガブレード': 3, '新約都市・透京': 3, '隘路の調査員': 3, '艶やかなる太夫・ギンネ': 2, '月の刃・リオード': 3, '忠義の剣士・エリカ': 3, 'ロストサムライ・カゲミツ': 3, '簒奪の信者': 3, '全識の六銘伝・シンラ': 3, 'ワイルドメディエーター・ガンマ': 3, 'カースドクイーン・ナハト・ナハト': 1, '俯瞰の捜査員': 3}
2026-02-21	プリンセスコネクト！Re:Dive	8	10	39X1J	1474691	{'オーロラヒーリング': 3, 'コールオブギルド': 3, 'イリヤ': 1, 'クロエ': 3, 'シェフィ': 3, 'チエル': 3, 'マホ': 1, 'ダークエクリプス': 3, 'ちぇるちぇる☆かあにばる': 2, '真理と実存の共同幻想': 2, 'ペコリーヌ': 2, 'いつか、また会う未来で': 3, 'エリス': 3, 'キャル': 2, 'サレン': 1, 'ホマレ': 2, 'ユニ＆クロエ＆チエル': 3}
2026-02-22	ドラゴン	1	11	5KRTS	1475234	{'電爪の帰宅部員': 2, '朱翼の入学祝': 3, '竜殺しの槍': 2, '炎髄の副会長・テンカ': 3, '彩尾の風紀委員': 2, '大地のドラゴニュート': 2, '暴竜・伊達政宗': 3, '竜の託宣': 3, '壊竜の六銘伝・エル': 3, '気高き雷・ロマロニア': 1, '殺竜騎士・ロイ': 3, '竜槍の戦士・ローウェン': 3, '炎柱の竜人': 3, '焦熱の竜翼・ドラーク': 3, '白亜の竜騎士': 3, '覇道の竜翼・フォルテ': 1}
2026-02-22	エルフ	1	11	4B564	1475234	{'アクティブエルフ・メイ': 1, 'コッコロ': 3, '深緑の弓使い・アリサ': 3, '小さな勇士・スクナ': 3, 'ピュアクリスタリア・リリィ': 2, '優美な猫姉妹・シャム＆シャマ': 3, '自然の導き': 3, '対空射撃': 3, '爆砕の傭兵・フィーナ': 3, '不思議な青空・アリス': 3, 'マドロスエルフ': 3, '〔渚の花嫁〕新田美波': 3, '迸る光明・アポロン': 3, '凍土の女王・ピアシィ': 2, 'アナスタシア': 2}
2026-02-22	プリンセスコネクト！Re:Dive	1	11	6JEPG	1475234	{'オーロラヒーリング': 3, 'コールオブギルド': 3, 'イリヤ': 1, 'クロエ': 3, 'シェフィ': 2, 'チエル': 3, 'マホ': 3, '真理と実存の共同幻想': 3, 'ダークエクリプス': 3, 'ちぇるちぇる☆かあにばる': 3, 'ユキ': 2, 'いつか、また会う未来で': 3, 'エリス': 3, 'キャル': 2, 'ユニ': 3}
2026-02-22	プリンセスコネクト！Re:Dive	2	11	Z3XJ	1475234	{'オーロラヒーリング': 3, 'コールオブギルド': 3, 'イリヤ': 1, 'クロエ': 3, 'シェフィ': 3, 'チエル': 3, 'ダークエクリプス': 3, 'ちぇるちぇる☆かあにばる': 3, '真理と実存の共同幻想': 2, 'ペコリーヌ': 3, 'ユキ': 2, 'いつか、また会う未来で': 3, 'エリス': 3, 'キャル': 2, 'ユニ＆クロエ＆チエル': 3}
